# Exact Riemann solution for problem: 5
# Discretization: zonal
# Domain bounds: [0.00000e+00,1.00000e+00]
# Iterface position: 8.00000e-01
# Gamma: 1.40000e+00
# Left  state [dens,velx,pres]: [1.00000e+00, -1.95974e+01, 1.00000e+03]
# Right state [dens,velx,pres]: [1.00000e+00, -1.95974e+01, 1.00000e-02]
# Time: 1.20000e-02
                x              dens              pres              velx              eint              cspd
  5.850000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  5.950000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.050000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.150000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.250000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.350000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.450000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.550000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.650000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.750000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.850000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  6.950000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.050000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.150000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.250000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.350000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.450000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.550000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.650000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.750000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.850000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  7.950000000e-01   5.750622985e-01   4.608937875e+02   1.389610345e-06   2.003668945e+03   3.349708359e+01
  8.050000000e-01   5.999240705e+00   4.608937875e+02   1.389610345e-06   1.920633836e+02   1.037089653e+01
  8.150000000e-01   5.999240705e+00   4.608937875e+02   1.389610345e-06   1.920633836e+02   1.037089653e+01
  8.250000000e-01   5.999240705e+00   4.608937875e+02   1.389610345e-06   1.920633836e+02   1.037089653e+01
  8.350000000e-01   5.999240705e+00   4.608937875e+02   1.389610345e-06   1.920633836e+02   1.037089653e+01
  8.450000000e-01   5.999240705e+00   4.608937875e+02   1.389610345e-06   1.920633836e+02   1.037089653e+01
  8.550000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  8.650000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  8.750000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  8.850000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  8.950000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.050000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.150000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.250000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.350000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.450000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.550000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.650000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.750000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.850000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
  9.950000000e-01   1.000000000e+00   1.000000000e-02  -1.959745000e+01   2.500000000e-02   1.183215957e-01
